workflow_run_id,customer_id,user_id,workflow_id,started_at,completed_at,run_status,run_metadata
1152,74,363,wf_74_4,2026-05-09,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 817}"
1153,74,365,wf_74_5,2026-03-13,2026-03-13 00:27:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 2354}"
1154,74,362,wf_74_6,2026-05-14,2026-05-14 01:26:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1080}"
1155,74,362,wf_74_7,2026-05-04,2026-05-04 00:36:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 2202}"
1156,75,373,wf_75_1,2026-06-01,2026-06-01 01:47:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 2717}"
1157,75,371,wf_75_2,2026-05-26,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2970}"
1158,75,373,wf_75_3,2026-06-02,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 2055}"
1159,75,369,wf_75_4,2026-04-24,2026-04-24 01:31:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 713}"
1160,75,372,wf_75_5,2026-05-31,2026-05-31 00:06:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 2264}"
1161,75,369,wf_75_6,2026-05-13,2026-05-13 01:58:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 267}"
1162,75,370,wf_75_7,2026-06-02,2026-06-02 00:58:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1277}"
1163,75,371,wf_75_8,2026-03-21,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2998}"
1164,75,373,wf_75_9,2026-05-28,2026-05-28 00:48:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1105}"
1165,75,368,wf_75_10,2026-05-13,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 1464}"
1166,75,371,wf_75_11,2026-05-30,2026-05-30 01:29:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 753}"
1167,75,370,wf_75_12,2026-04-01,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 1330}"
1168,75,372,wf_75_13,2026-04-09,2026-04-09 01:12:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 714}"
1169,75,371,wf_75_14,2026-03-26,2026-03-26 00:55:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2797}"
1170,75,368,wf_75_15,2026-05-14,2026-05-14 00:37:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 326}"
1171,75,370,wf_75_16,2026-04-14,2026-04-14 00:55:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 460}"
1172,75,369,wf_75_17,2026-06-05,2026-06-05 01:26:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 537}"
1173,76,381,wf_76_1,2026-02-20,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2745}"
1174,76,379,wf_76_2,2026-02-19,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 551}"
1175,77,383,wf_77_1,2026-04-11,2026-04-11 00:38:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 147}"
1176,77,384,wf_77_2,2026-06-23,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 2903}"
1177,77,384,wf_77_3,2026-04-28,2026-04-28 00:23:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2980}"
1178,77,382,wf_77_4,2026-04-18,2026-04-18 00:56:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 1873}"
1179,77,382,wf_77_5,2026-06-17,2026-06-17 01:55:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 2385}"
1180,77,383,wf_77_6,2026-06-28,2026-06-28 00:31:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 515}"
1181,77,382,wf_77_7,2026-05-03,2026-05-03 00:34:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 297}"
1182,77,384,wf_77_8,2026-04-09,2026-04-09 01:47:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 1219}"
1183,77,384,wf_77_9,2026-06-08,2026-06-08 00:14:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 187}"
1184,77,384,wf_77_10,2026-05-28,2026-05-28 01:47:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1237}"
1185,78,385,wf_78_1,2026-05-23,2026-05-23 01:38:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2088}"
1186,78,385,wf_78_2,2026-05-30,2026-05-30 01:35:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 1822}"
1187,78,385,wf_78_3,2026-06-09,2026-06-09 00:19:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 2689}"
1188,78,385,wf_78_4,2026-06-13,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 1519}"
1189,78,385,wf_78_5,2026-05-24,2026-05-24 00:43:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1747}"
1190,78,385,wf_78_6,2026-05-31,2026-05-31 01:46:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 2128}"
1191,78,385,wf_78_7,2026-05-11,2026-05-11 00:08:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 2177}"
1192,78,385,wf_78_8,2026-05-06,2026-05-06 00:36:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2476}"
1193,78,385,wf_78_9,2026-04-19,2026-04-19 01:10:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 2237}"
1194,78,385,wf_78_10,2026-05-27,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 422}"
1195,79,388,wf_79_1,2026-03-23,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 1128}"
1196,80,389,wf_80_1,2026-04-17,2026-04-17 00:15:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 554}"
1197,80,389,wf_80_2,2026-04-30,2026-04-30 00:58:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1956}"
1198,80,393,wf_80_3,2026-04-03,2026-04-03 01:03:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 323}"
1199,80,391,wf_80_4,2026-04-13,2026-04-13 00:55:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 861}"
1200,80,393,wf_80_5,2026-06-10,2026-06-10 01:52:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2737}"
1201,80,394,wf_80_6,2026-05-30,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2183}"
1202,80,392,wf_80_7,2026-04-09,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 553}"
1203,80,394,wf_80_8,2026-06-08,2026-06-08 01:29:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 2972}"
1204,80,391,wf_80_9,2026-03-15,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1675}"
1205,81,396,wf_81_1,2026-02-17,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 236}"
1206,81,395,wf_81_2,2026-05-02,2026-05-02 01:48:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 1177}"
1207,81,396,wf_81_3,2026-04-19,2026-04-19 01:36:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 2315}"
1208,81,396,wf_81_4,2026-04-28,2026-04-28 01:43:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 402}"
1209,81,396,wf_81_5,2026-04-08,2026-04-08 00:22:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 2446}"
1210,81,396,wf_81_6,2026-03-05,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 387}"
1211,81,395,wf_81_7,2026-04-24,2026-04-24 01:25:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 876}"
1212,81,395,wf_81_8,2026-04-27,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 1960}"
1213,81,396,wf_81_9,2026-03-09,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 575}"
1214,81,396,wf_81_10,2026-05-02,2026-05-02 00:49:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2072}"
1215,81,395,wf_81_11,2026-03-24,2026-03-24 00:55:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 1427}"
1216,81,395,wf_81_12,2026-04-17,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1949}"
1217,81,396,wf_81_13,2026-03-28,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 526}"
1218,81,395,wf_81_14,2026-02-19,2026-02-19 01:10:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 2032}"
1219,81,396,wf_81_15,2026-04-29,2026-04-29 00:13:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 957}"
1220,81,395,wf_81_16,2026-02-18,2026-02-18 00:21:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 152}"
1221,81,395,wf_81_17,2026-04-01,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 2447}"
1222,81,396,wf_81_18,2026-03-23,2026-03-23 00:17:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 225}"
1223,82,402,wf_82_1,2026-04-24,2026-04-24 01:44:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 843}"
1224,82,404,wf_82_2,2026-05-16,2026-05-16 00:05:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 2326}"
1225,82,398,wf_82_3,2026-05-08,2026-05-08 00:46:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 2887}"
1226,82,398,wf_82_4,2026-05-19,2026-05-19 01:18:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2800}"
1227,82,401,wf_82_5,2026-04-11,2026-04-11 00:05:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 533}"
1228,82,402,wf_82_6,2026-05-18,2026-05-18 01:31:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 2202}"
1229,82,402,wf_82_7,2026-06-04,2026-06-04 01:50:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 2901}"
1230,83,405,wf_83_1,2026-04-12,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 2771}"
1231,83,406,wf_83_2,2026-04-09,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2370}"
1232,83,406,wf_83_3,2026-05-20,2026-05-20 01:48:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1175}"
1233,83,405,wf_83_4,2026-06-04,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 1783}"
1234,83,405,wf_83_5,2026-05-28,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2700}"
1235,83,406,wf_83_6,2026-05-09,2026-05-09 01:30:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 1426}"
1236,83,406,wf_83_7,2026-05-05,2026-05-05 00:34:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2461}"
1237,83,406,wf_83_8,2026-07-04,2026-07-04 00:28:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 1481}"
1238,83,405,wf_83_9,2026-06-02,2026-06-02 01:21:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 846}"
1239,83,405,wf_83_10,2026-04-18,2026-04-18 00:25:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2390}"
1240,83,405,wf_83_11,2026-04-15,2026-04-15 00:56:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 785}"
1241,83,406,wf_83_12,2026-05-10,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 990}"
1242,83,405,wf_83_13,2026-05-17,2026-05-17 00:24:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1742}"
1243,83,405,wf_83_14,2026-04-12,2026-04-12 00:47:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 404}"
1244,83,406,wf_83_15,2026-04-25,2026-04-25 01:16:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 440}"
1245,83,406,wf_83_16,2026-07-04,2026-07-04 00:56:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 261}"
1246,84,409,wf_84_1,2026-03-10,2026-03-10 00:15:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 1592}"
1247,84,409,wf_84_2,2026-05-31,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 330}"
1248,84,407,wf_84_3,2026-06-01,2026-06-01 01:22:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 119}"
1249,85,414,wf_85_1,2026-05-07,2026-05-07 01:31:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 2543}"
1250,85,415,wf_85_2,2026-04-04,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 135}"
1251,85,412,wf_85_3,2026-06-01,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 120}"
1252,85,410,wf_85_4,2026-05-13,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 1509}"
1253,85,415,wf_85_5,2026-03-16,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 1803}"
1254,86,416,wf_86_1,2026-02-22,2026-02-22 00:09:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 1088}"
1255,86,416,wf_86_2,2026-01-06,2026-01-06 01:07:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 1718}"
1256,86,416,wf_86_3,2026-02-17,2026-02-17 00:22:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 2492}"
1257,86,416,wf_86_4,2026-02-05,2026-02-05 00:15:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 786}"
1258,86,416,wf_86_5,2026-03-05,2026-03-05 01:39:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 125}"
1259,86,416,wf_86_6,2026-02-18,2026-02-18 01:49:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 1501}"
1260,86,416,wf_86_7,2026-03-27,2026-03-27 01:30:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 192}"
1261,86,416,wf_86_8,2026-02-27,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 2491}"
1262,86,416,wf_86_9,2026-03-23,2026-03-23 00:47:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 143}"
1263,86,416,wf_86_10,2026-03-19,2026-03-19 01:10:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 473}"
1264,86,416,wf_86_11,2026-01-30,2026-01-30 00:46:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2111}"
1265,86,416,wf_86_12,2026-02-15,2026-02-15 01:59:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1914}"
1266,86,416,wf_86_13,2026-03-13,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 2762}"
1267,86,416,wf_86_14,2026-03-31,2026-03-31 00:22:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 929}"
1268,86,416,wf_86_15,2026-03-28,2026-03-28 01:51:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 821}"
1269,86,416,wf_86_16,2026-01-16,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1339}"
1270,86,416,wf_86_17,2026-03-25,2026-03-25 00:16:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 261}"
1271,86,416,wf_86_18,2026-02-20,2026-02-20 00:25:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 2201}"
1272,86,416,wf_86_19,2026-03-29,2026-03-29 00:32:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 2173}"
1273,86,416,wf_86_20,2026-03-01,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1700}"
1274,86,416,wf_86_21,2026-03-31,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 226}"
1275,87,418,wf_87_1,2026-05-09,2026-05-09 00:32:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2289}"
1276,87,418,wf_87_2,2026-07-13,2026-07-13 00:23:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 1558}"
1277,87,418,wf_87_3,2026-06-24,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1723}"
1278,87,418,wf_87_4,2026-05-25,2026-05-25 00:57:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1188}"
1279,87,418,wf_87_5,2026-06-06,2026-06-06 00:09:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 2200}"
1280,87,417,wf_87_6,2026-06-04,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2215}"
1281,87,418,wf_87_7,2026-04-27,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 2688}"
1282,87,418,wf_87_8,2026-05-20,2026-05-20 01:32:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1699}"
1283,87,417,wf_87_9,2026-06-07,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 385}"
1284,88,422,wf_88_1,2026-04-23,2026-04-23 01:49:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 1830}"
1285,88,419,wf_88_2,2026-06-04,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 2419}"
1286,88,425,wf_88_3,2026-04-23,2026-04-23 01:29:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 1649}"
1287,88,425,wf_88_4,2026-06-09,2026-06-09 01:38:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 411}"
1288,88,423,wf_88_5,2026-06-05,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 971}"
1289,88,419,wf_88_6,2026-04-28,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 779}"
1290,88,419,wf_88_7,2026-06-14,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2897}"
1291,88,426,wf_88_8,2026-06-23,2026-06-23 00:24:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2315}"
1292,88,424,wf_88_9,2026-06-03,2026-06-03 00:22:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 467}"
1293,88,423,wf_88_10,2026-05-05,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 803}"
1294,88,423,wf_88_11,2026-06-12,2026-06-12 00:48:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 1737}"
1295,88,425,wf_88_12,2026-06-23,2026-06-23 00:31:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 989}"
1296,88,419,wf_88_13,2026-04-12,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2325}"
1297,88,421,wf_88_14,2026-05-29,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2744}"
1298,88,422,wf_88_15,2026-04-26,2026-04-26 00:17:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 2642}"
1299,88,422,wf_88_16,2026-05-04,2026-05-04 00:38:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 1005}"
1300,89,428,wf_89_1,2026-04-09,2026-04-09 01:18:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2619}"
1301,89,432,wf_89_2,2026-04-02,2026-04-02 01:39:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2015}"
1302,89,430,wf_89_3,2026-05-25,2026-05-25 00:32:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 120}"
1303,89,431,wf_89_4,2026-05-05,2026-05-05 00:44:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2821}"
1304,89,427,wf_89_5,2026-04-29,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1533}"
1305,89,430,wf_89_6,2026-05-26,2026-05-26 00:08:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 459}"
1306,89,427,wf_89_7,2026-03-19,2026-03-19 00:55:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 1081}"
1307,89,431,wf_89_8,2026-04-28,2026-04-28 00:54:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 360}"
1308,89,427,wf_89_9,2026-04-18,2026-04-18 01:03:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 1845}"
1309,89,432,wf_89_10,2026-05-17,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 273}"
1310,89,428,wf_89_11,2026-03-17,2026-03-17 00:26:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 533}"
1311,89,431,wf_89_12,2026-03-18,2026-03-18 01:57:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2851}"
1312,89,428,wf_89_13,2026-06-11,2026-06-11 00:17:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 950}"
1313,89,432,wf_89_14,2026-05-19,2026-05-19 01:16:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 1144}"
1314,89,431,wf_89_15,2026-06-05,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 400}"
1315,89,432,wf_89_16,2026-03-30,2026-03-30 01:55:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 901}"
1316,89,432,wf_89_17,2026-03-16,2026-03-16 01:57:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2437}"
1317,89,432,wf_89_18,2026-03-29,2026-03-29 00:56:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1136}"
